Address,Price,Bedrooms,Bathrooms,Property_type,Floor_area,Date,County,zip_code
"Aughaville, Aghaville,  Cork, P75RH48",265000,3,2,Bungalow,107 m²,2023-12-22, Cork,P75RH48
"Site @ 201 Crumlin Road, D12 HT21, Crumlin, Dublin 12",395000,2,2,Site,62 m²,2023-12-22,Dublin,Dublin 12
"The Cools, Barntown,  Wexford, Y35FX06",350000,3,2,Detached,77 m²,2023-12-22, Wexford,Y35FX06
"Apartment 20 The Beacon, Royal Canal Park, Dublin 15, D15YE67",320000,4,3,Apartment,70 m²,2023-12-22,Dublin,D15YE67
"Rahara,  Roscommon, F42T863",350000,3,2,Detached,117 m²,2023-12-22, Roscommon,F42T863
"2 The Square, Lucan,  Dublin, K78A7K6",350000,3,1,Terrace,186 m²,2023-12-22, Dublin,K78A7K6
"10 Willowbrook Lodge, Celbridge,  Kildare, W23FV02",310000,6,2,Bungalow,144 m²,2023-12-22, Kildare,W23FV02
"Site 3.5 Acre, Kilshane, Cahir,  Tipperary",85000,2,1,Site,150 m²,2023-12-22, Tipperary, Tipperary
"45 Dunree Park, Coolock, Dublin 5, D05Y7F3",375000,5,3,Terrace,70 m²,2023-12-22,Dublin,D05Y7F3
"13 Coney Avenue, Athy,  Kildare",199000,3,3,End of Terrace,109 m²,2023-12-22, Kildare, Kildare
"12 Charleston Court, Ranelagh, Dublin 6",395000,2,1,Apartment,60 m²,2023-12-22,Dublin,Dublin 6
"6 St Patricks Crescent, Rathcoole,  Dublin",495000,3,2,Semi-D,147 m²,2023-12-22, Dublin, Dublin
"1 Dodderbrook View, D24 CYV6, Ballycullen, Dublin 24",620000,4,3,Detached,145 m²,2023-12-22,Dublin,Dublin 24
"35 Ashfield Avenue, D24 F97C, Kingswood Tallaght, Kingswood, Dublin 24",415000,3,2,Semi-D,102 m²,2023-12-22,Dublin,Dublin 24
"7A Raheen Avenue, Springfield, D24 Y424, Dublin 24, Springfield",275000,3,3,End of Terrace,102 m²,2023-12-22,Dublin,Springfield
"16 Ellensborough Way, Kiltipper, D24 A5V0, Tallaght, Dublin 24",425000,4,3,Semi-D,123 m²,2023-12-22,Dublin,Dublin 24
"98 Portersfield, Clonsilla, Dublin 15",395000,3,2,Terrace,102 m²,2023-12-22,Dublin,Dublin 15
"56 Melville Drive, Meakstown, Finglas, Dublin 11",245000,2,2,Apartment,68 m²,2023-12-22,Dublin,Dublin 11
"53 Melville Drive, Meakstown, Finglas, Dublin 11",225000,2,2,Apartment,68 m²,2023-12-22,Dublin,Dublin 11
"19 Collins Court, Collins Avenue, Whitehall, Dublin 9",249000,1,1,Apartment,40 m²,2023-12-22,Dublin,Dublin 9
"6 Thorndale Park, Artane, Dublin 5",545000,4,2,Semi-D,134 m²,2023-12-22,Dublin,Dublin 5
"11 Dun Na Mara, Renmore,  Galway, H91K5FC",385000,4,2,Semi-D,122 m²,2023-12-22, Galway,H91K5FC
"4 Monksfield, Bealnamulla, Athlone,  Roscommon, N37R2D5",285000,4,2,Semi-D,121 m²,2023-12-22, Roscommon,N37R2D5
"The Garden At Stella Maris, Coast Road, Blackrock,  Louth, A91TK37",400000,3,3,Site,0.14 ac,2023-12-22, Louth,A91TK37
"67 Rossdara, Loreto Road, Killarney,  Kerry, V93E8D8",450000,4,1,Site,0.03 ac,2023-12-22, Kerry,V93E8D8
"24 Chestnut Grove, Dunboyne,  Meath, A86D789",695000,5,3,Detached,230 m²,2023-12-22, Meath,A86D789
"Apartment 91, Exchange Hall, The Exchange, Tallaght, Dublin 24, D24XV63",250000,2,2,Apartment,59 m²,2023-12-22,Dublin,D24XV63
"Carrickanass, Carrowmore,  Mayo",25000,1,1,Site,0.64 ac,2023-12-22, Mayo, Mayo
"Carrickanass, Carrowmore,  Mayo",25000,7,3,Detached,85 m²,2023-12-22, Mayo, Mayo
"Well Street, Ballylongford,  Kerry, V31TD70",100000,2,2,Semi-D,72 m²,2023-12-22, Kerry,V31TD70
"Charlestown, Bellaghy, Bellaghy,  Sligo, F12T2V8",150000,5,4,Detached,418 m²,2023-12-22, Sligo,F12T2V8
"Larch Vale House, Larch Vale, Moneygall,  Offaly, E53F992",1200000,3,3,Detached,116 m²,2023-12-22, Offaly,E53F992
"5 High Street, Wexford Town,  Wexford, Y35N7C2",225000,4,2,End of Terrace,125 m²,2023-12-22, Wexford,Y35N7C2
"82 The Academy, Park West, Dublin 12, D12WY00",299000,5,2,Apartment,236 m²,2023-12-22,Dublin,D12WY00
"21 Park Avenue, Clonroad, Ennis,  Clare, V95EEV6",275000,3,2,Detached,137 m²,2023-12-22, Clare,V95EEV6
"Purts, Kiltoom,  Roscommon, N37C654",515000,3,2,Detached,115 m²,2023-12-22, Roscommon,N37C654
"39 Moyne Road, Ranelagh, Dublin 6, D06W1H5",975000,3,5,Terrace,96 m²,2023-12-22,Dublin,D06W1H5
"51 Woodview, Castlebridge,  Wexford, Y35PY65",275000,4,1,Semi-D,251 m²,2023-12-22, Wexford,Y35PY65
"Barnacahoge, Swinford,  Mayo, F12EK53",230000,3,1,Bungalow,146 m²,2023-12-22, Mayo,F12EK53
"48 Robert Street, Mitchelstown,  Cork, P67E761",125000,5,1,Semi-D,68 m²,2023-12-22, Cork,P67E761
"12 Parkview, Bolton Woods, Callan,  Kilkenny, R95X322",310000,4,3,Detached,0.05 ac,2023-12-22, Kilkenny,R95X322
"20 Church Manor, Church Road, Ballina,  Mayo, F26X8Y0",145000,2,1,Bungalow,173 m²,2023-12-22, Mayo,F26X8Y0
"Rere of 171 Drimnagh Road, Drimnagh, Dublin 12",549950,5,1,Site,65 m²,2023-12-22,Dublin,Dublin 12
"Meadow View, Brookhill, Claremorris,  Mayo, F12VH95",250000,2,2,Detached,418 m²,2023-12-22, Mayo,F12VH95
"17 Pope's Hill, Pope's Road, Cork City,  Cork, T23YW59",245000,5,4,Duplex,127 m²,2023-12-22, Cork,T23YW59
"Larch Vale House, Larch Vale, Moneygall,  Offaly, E53F992",1200000,4,2,Detached,1 ac,2023-12-22, Offaly,E53F992
"Glenina, Southern Station Road, Athlone,  Westmeath, N37W883",375000,3,1,Detached,125 m²,2023-12-22, Westmeath,N37W883
"21 Mountain View, Point Road, Dundalk,  Louth, A91X7P1",195000,5,2,Semi-D,67 m²,2023-12-22, Louth,A91X7P1
"Ballyknockan Beg, Ashford,  Wicklow",100000,1,1,Site,111 m²,2023-12-22, Wicklow, Wicklow
"5 Retreat Close, Omagh,  Tyrone",349380,2,1,Detached,77 m²,2023-12-22, Tyrone, Tyrone
"12.42 Acres of Land at Cuillaun, Ballindine,  Mayo",60000,2,2,Detached,75 m²,2023-12-22, Mayo, Mayo
"Tavneena, Charlestown,  Mayo, F12N620",85000,3,1,Detached,260 m²,2023-12-22, Mayo,F12N620
"54B John Street South, D08 F8FC, Dublin 8",375000,2,1,Detached,72 m²,2023-12-22,Dublin,Dublin 8
"30 Monastery Gate Green, D22 HP79, Clondalkin, Dublin 22",365000,3,3,Semi-D,94 m²,2023-12-22,Dublin,Dublin 22
"Upper Kilconney, Belturbet,  Cavan, H14HN60",90000,4,2,Detached,208 m²,2023-12-22, Cavan,H14HN60
"47 Silken Park Avenue, Kingswood Cross. D22 HE43, Kingswood, Dublin 22",335000,3,2,Terrace,89 m²,2023-12-22,Dublin,Dublin 22
"42 St Fintans Road D13 FD30, Sutton, Dublin 13, D13FD30",1050000,5,2,Detached,178 m²,2023-12-22,Dublin,D13FD30
"126 Shanliss Avenue, Santry, Santry, Dublin 9, D09E9C5",425000,3,2,Semi-D,96 m²,2023-12-22,Dublin,D09E9C5
"Termon, Blacklion,  Cavan, F91A9Y2",230000,3,3,Detached,109 m²,2023-12-22, Cavan,F91A9Y2
"30 Rossmore Park, Newtownmountkennedy,  Wicklow, A63DX72",450000,3,3,Semi-D,95 m²,2023-12-22, Wicklow,A63DX72
"34 The Chase, Clonmel,  Tipperary, E91N277",235000,3,3,Semi-D,0.25 ac,2023-12-22, Tipperary,E91N277
"Coolboy, Tinahely,  Wicklow, Y14D761",185000,4,4,Site,248 m²,2023-12-22, Wicklow,Y14D761
"The Old School House, Graigue, Urlingford,  Kilkenny, E41F744",550000,3,1,Detached,0.74 ac,2023-12-22, Kilkenny,E41F744
"Clonagh, Rhode,  Offaly",55000,5,1,Detached,80 m²,2023-12-22, Offaly, Offaly
"Bridge House, Toberburr, Balbriggan,  Dublin, K67FX61",345000,2,1,Bungalow,260 m²,2023-12-22, Dublin,K67FX61
"Patrick Street, Templemore,  Tipperary, E41XP68",165000,8,2,End of Terrace,43 m²,2023-12-22, Tipperary,E41XP68
"Broughal, Broughal,  Offaly, R42W279",110000,2,1,Detached,52 m²,2023-12-22, Offaly,R42W279
"85 Kilcronan Avenue, Clondalkin, Dublin 22",275000,3,1,Terrace,92 m²,2023-12-22,Dublin,Dublin 22
"18 Ballyfermot Avenue, D10 V225, Ballyfermot, Dublin 10",260000,2,1,Terrace,82 m²,2023-12-22,Dublin,Dublin 10
"Drumacoo, Ballaghaderreen,  Roscommon, F45HY95",130000,3,1,Bungalow,78 m²,2023-12-22, Roscommon,F45HY95
"6 Parochial Avenue, Baldoyle, Dublin 13, D13A0W5",620000,3,2,End of Terrace,86 m²,2023-12-22,Dublin,D13A0W5
"Gilltown, Donadea,  Kildare",180000,2,1,Site,8.25 ac,2023-12-22, Kildare, Kildare
"Liscahane Beg, Kinsale,  Cork, P17Y291",185000,3,3,Detached,98 m²,2023-12-22, Cork,P17Y291
"32 Craigford Avenue, Killester, Dublin 5, D05W6K5",475000,3,2,Terrace,97 m²,2023-12-22,Dublin,D05W6K5
"49 The Rise, Inse Bay, Laytown,  Meath, A92P8X6",285000,3,2,Semi-D,95 m²,2023-12-22, Meath,A92P8X6
"Terryduff, Bofeenaun, Ballina,  Mayo, F26H4X2",165000,3,3,Bungalow,219 m²,2023-12-22, Mayo,F26H4X2
"22 Ballintyre Demesne, Ballinteer, Dublin 16, D16FC85",460000,4,2,Apartment,124 m²,2023-12-22,Dublin,D16FC85
"Cloonglasney, Knockanillaun, Ballina,  Mayo, F26KC59",400000,3,2,Detached,77 m²,2023-12-22, Mayo,F26KC59
"Liscolvin, 14 St Brendan's Avenue, Artane, Dublin 5, D05E922",445000,2,2,Semi-D,298 m²,2023-12-22,Dublin,D05E922
"42 Seabourne View, Greystones,  Wicklow, A63FN77",350000,4,1,Apartment,61 m²,2023-12-22, Wicklow,A63FN77
"Baldrumman Lodge, Lusk,  Dublin, K45YF99",795000,2,3,Detached,0.2 ac,2023-12-22, Dublin,K45YF99
"15 Greenville Court Blackrock, Blackrock,  Dublin, A94EW96",345000,5,2,Apartment,1.36 ac,2023-12-22, Dublin,A94EW96
"Blackstoops, Enniscorthy,  Wexford",75000,3,1,Site,138 m²,2023-12-22, Wexford, Wexford
"38 Carrickbrack Hill, Sutton, Sutton, Dublin 13, D13W6P2",875000,4,2,Detached,197 m²,2023-12-22,Dublin,D13W6P2
"Santa Rita, 39 Dune Haven, Ardamine,  Wexford, Y25HC90",380000,4,2,Detached,173 m²,2023-12-22, Wexford,Y25HC90
"Mulnamina More, Glenties,  Donegal, F94X6X8",275000,3,1,Bungalow,97 m²,2023-12-22, Donegal,F94X6X8
"Feebaghbane, Monaghan,  Monaghan",60000,4,2,Bungalow,120 m²,2023-12-22, Monaghan, Monaghan
"Herbert Lodge, Hyde Road, Dalkey,  Dublin, A96D6F4",1675000,4,4,Detached,184 m²,2023-12-22, Dublin,A96D6F4
"10 Oakridge, Clonattin Upper, Gorey,  Wexford, Y25TV25",375000,4,3,Detached,143 m²,2023-12-22, Wexford,Y25TV25
"15 Wesley, Carrigaline,  Cork, P43Y058",520000,4,2,Detached,127 m²,2023-12-22, Cork,P43Y058
"87 The Sycamores, Edenderry,  Offaly, R45H796",235000,3,3,Semi-D,88 m²,2023-12-22, Offaly,R45H796
"23 Park House, Baldoyle, Dublin 13, D13EFY2",625000,3,3,Terrace,121 m²,2023-12-22,Dublin,D13EFY2
"16 Elm Park, Coolcotts, Wexford Town,  Wexford, Y35Y9F9",140000,2,1,Apartment,63 m²,2023-12-22, Wexford,Y35Y9F9
"Apartment No 8, Mill Street, Westport,  Mayo, F28XW14",300000,3,3,Apartment,84 m²,2023-12-22, Mayo,F28XW14
"Carrick, Finea, Kilnaleck,  Cavan, N91R6X0",285000,3,2,Detached,168 m²,2023-12-22, Cavan,N91R6X0
"11 Melville Terrace, Finglas, Dublin 11",275000,3,3,Duplex,86 m²,2023-12-22,Dublin,Dublin 11
"16 Castlefield Green (Plus Detached Studio), Knocklyon, D16 C9N1, Dublin 16",545000,3,3,Semi-D,124 m²,2023-12-22,Dublin,Dublin 16
"24 Beverly Avenue, Knocklyon, D16 AC96, Dublin 16",495000,3,2,Semi-D,104 m²,2023-12-22,Dublin,Dublin 16
"28 Parnell Ave, Mervue,  Galway, H91YV8R",320000,3,1,Terrace,130 m²,2023-12-22, Galway,H91YV8R
"8 Kerdiff Avenue, Naas,  Kildare, W91WV9Y",395000,3,3,Semi-D,1320 m²,2023-12-22, Kildare,W91WV9Y
"110 Belgrove Park, Mount Prospect Lawns, Clontarf, Dublin 3, D03KP04",595000,3,3,Semi-D,8 m²,2023-12-22,Dublin,D03KP04
"20 Templeroan Drive, Templeogue, Dublin 16, D16A3P0",599950,4,3,Semi-D,125 m²,2023-12-22,Dublin,D16A3P0
"48 Dún Darrach, Dublin Road, Longford Town,  Longford, N39Y9Y8",249000,4,2,Detached,167 m²,2023-12-22, Longford,N39Y9Y8
"Shanwar, Foxford,  Mayo, F26X306",285000,3,1,Detached,212 m²,2023-12-22, Mayo,F26X306
"23 Saint Philomenas Road, Glasnevin, Dublin 11, D11W6P0",495000,3,2,Terrace,138 m²,2023-12-22,Dublin,D11W6P0
"270 Saint Oliver's Close, Elm Park, Clonmel,  Tipperary, E91E981",110000,4,2,Semi-D,86 m²,2023-12-22, Tipperary,E91E981
"5 Ashbrook Crescent, Mohill,  Leitrim, N41KF24",275000,4,2,Bungalow,111 m²,2023-12-22, Leitrim,N41KF24
"191 Oldbridge Station, Osberstown, Sallins,  Kildare, W91EF2K",420000,3,2,Semi-D,118 m²,2023-12-22, Kildare,W91EF2K
"16 The Haven, Skerries,  Dublin, K34P239",390000,2,2,Detached,151 m²,2023-12-22, Dublin,K34P239
"Knocknavaddy, Furbo,  Galway, H91V9XC",300000,4,1,Detached,81 m²,2023-12-22, Galway,H91V9XC
"Barravie, Capparoe, Nenagh,  Tipperary, E45YP31",395000,4,2,Detached,143 m²,2023-12-22, Tipperary,E45YP31
"334 Castlecurragh Heath, Mulhuddart, Dublin 15, D15A6C3",255000,2,1,Duplex,177 m²,2023-12-22,Dublin,D15A6C3
"Carrickanass, Carrowmore Lacken, Ballina,  Mayo",25000,1,2,Detached,68 m²,2023-12-22, Mayo, Mayo
"Kincon, Ballina,  Mayo, F26H2T7",340000,4,3,Bungalow,120 m²,2023-12-22, Mayo,F26H2T7
"Cruby Hill, Roscommon Town,  Roscommon, F42Y959",340000,5,1,Detached,70 m²,2023-12-22, Roscommon,F42Y959
"39 Melvin Fields, Kinlough,  Leitrim, F91HK27",175000,3,3,Semi-D,41 m²,2023-12-22, Leitrim,F91HK27
"2 Kilmantin Hill, Wicklow Town,  Wicklow, A67YV80",239500,2,1,Terrace,126 m²,2023-12-22, Wicklow,A67YV80
"Primrose View, Bishopshill, Ballymore Eustace,  Kildare, W91KH73",480000,4,2,Bungalow,79 m²,2023-12-22, Kildare,W91KH73
"25 Bullawn, New Ross,  Wexford, Y34X838",147500,3,1,End of Terrace,100 m²,2023-12-22, Wexford,Y34X838
"11 Rockvale, Rathbawn, Castlebar,  Mayo, F23CV02",325000,4,3,Detached,142 m²,2023-12-22, Mayo,F23CV02
"Ballyhaw, Killucan,  Westmeath, N91R2D1",295000,2,2,Detached,2 ac,2023-12-22, Westmeath,N91R2D1
"33 Calderwood Avenue, Drumcondra, Dublin 9, D09F2W4",675000,4,2,Semi-D,108 m²,2023-12-22,Dublin,D09F2W4
"1255 Saint Evin's Park, Monasterevin,  Kildare, W34X970",185000,3,1,Terrace,67 m²,2023-12-22, Kildare,W34X970
"145 Willow Park, Clonmel,  Tipperary, E91T048",178000,4,3,Semi-D,140 m²,2023-12-22, Tipperary,E91T048
"17 Hazel Hill, Hazel Brooke, Mallow,  Cork, P51HHW9",375000,2,2,Semi-D,0.75 ac,2023-12-22, Cork,P51HHW9
"Apartment 83, Block D, the Gallery, Donabate,  Dublin, K36C677",310000,5,3,Apartment,14 ac,2023-12-22, Dublin,K36C677
"2 Glenview, Garrymore, Ballinagh,  Cavan, H12XY86",275000,1,4,Detached,0.75 ac,2023-12-22, Cavan,H12XY86
"Summerfield, Colla Road, Schull,  Cork, P81D402",950000,1,3,Site,46 m²,2023-12-22, Cork,P81D402
"5 Cluain Dara, Ballyleague,  Roscommon, N39AH27",165000,3,3,Semi-D,98 m²,2023-12-22, Roscommon,N39AH27
"63 Dublin Street, Dundalk,  Louth, A91EH56",189000,3,1,Terrace,98 m²,2023-12-22, Louth,A91EH56
"65 Mcswiney Street, Dundalk,  Louth, A91V6D0",215000,3,1,End of Terrace,95 m²,2023-12-22, Louth,A91V6D0
"78 Moylaragh Crescent, Balbriggan,  Dublin, K32XP70",259500,2,3,Terrace,78 m²,2023-12-22, Dublin,K32XP70
"Clooncoe House, Clooncoe, Mohill,  Leitrim, N41ED23",695000,4,3,Detached,207 m²,2023-12-22, Leitrim,N41ED23
"102 Ard Grainne, Moate,  Westmeath, N37RK27",240000,3,2,Semi-D,161 m²,2023-12-22, Westmeath,N37RK27
"Dalgan, Shrule,  Mayo, H91W9X6",165000,2,2,Detached,89 m²,2023-12-22, Mayo,H91W9X6
"85 Mackintosh Park, Pottery Road, Dun Laoghaire,  Dublin, A96H0V2",494950,3,2,End of Terrace,121 m²,2023-12-22, Dublin,A96H0V2
"9 Belarmine Vale, Stepaside, Stepaside, Dublin 18, D18VF44",495000,3,3,Duplex,150 m²,2023-12-22,Dublin,D18VF44
"24 Albert College Crescent, Glasnevin, Whitehall, Dublin 9, D09R500",525000,3,3,Semi-D,195 m²,2023-12-22,Dublin,D09R500
"2 College Crescent, The Pines, Ballinasloe,  Galway, H53R851",265000,4,2,Detached,323 m²,2023-12-22, Galway,H53R851
"Haylands House, Haylands, Blessington,  Wicklow, W91FY59",650000,9,8,Detached,895 m²,2023-12-22, Wicklow,W91FY59
"59 Collins Park, D09 K5P5, Beaumont, Dublin 9, D09K5P5",420000,3,1,End of Terrace,143 m²,2023-12-22,Dublin,D09K5P5
"Lavagh, Ballymote,  Sligo, F56RX77",195000,4,3,Detached,71 m²,2023-12-22, Sligo,F56RX77
"246 Stannaway Road, Crumlin, Dublin 12, D12P2F7",345000,3,1,End of Terrace,119 m²,2023-12-22,Dublin,D12P2F7
"9 The Lawns, Barnhall Meadows, Leixlip,  Kildare, W23C64X",525000,3,3,Semi-D,99 m²,2023-12-22, Kildare,W23C64X
"Greenhills, Tramore Road, Togher,  Cork, T12CD0V",310000,3,1,Detached,135 m²,2023-12-22, Cork,T12CD0V
"Kiltealy, Enniscorthy,  Wexford, Y21AE73",475000,4,3,Detached,144 m²,2023-12-22, Wexford,Y21AE73
"Apartment 11, Waterpark Apartments, Lower Maypark Lane, Waterford City,  Waterford, X91HP30",179000,2,2,Apartment,76 m²,2023-12-22, Waterford,X91HP30
"2 Rosemount, Ashley Court, Waterford City,  Waterford, X91VKV6",320000,4,2,Semi-D,118 m²,2023-12-22, Waterford,X91VKV6
"38 Cremore Heights, Glasnevin, Dublin 11, D11Y524",350000,3,1,Terrace,100 m²,2023-12-22,Dublin,D11Y524
"223 Roundwood Close, Maryborough Village, Portlaoise,  Laois, R32KX6X",265000,3,3,Semi-D,1.2 ac,2023-12-22, Laois,R32KX6X
"The Grove, Willsgrove Castlerea, Castlerea,  Roscommon, F45XR92",275000,5,2,Bungalow,275 m²,2023-12-22, Roscommon,F45XR92
"2 Redwood Grove, Cross Avenue, Blackrock,  Dublin, A94Y058",1650000,3,1,Detached,276 m²,2023-12-22, Dublin,A94Y058
"40 Cremore Heights, St Canices Road, Glasnevin, Dublin 11, D11CV48",525000,5,3,End of Terrace,166 m²,2023-12-22,Dublin,D11CV48
"The Barn, The Green, Cheekpoint,  Waterford, X91TF68",595000,3,3,Detached,121 m²,2023-12-22, Waterford,X91TF68
"29 Dunville Way, Navan,  Meath, C15P7VP",360000,2,1,Terrace,40 m²,2023-12-22, Meath,C15P7VP
"Apartment 10, O'Connell Court, Waterford City,  Waterford, X91PT35",175000,2,1,Apartment,160 m²,2023-12-22, Waterford,X91PT35
"4 Morrisson's Road, Waterford City,  Waterford, X91C3WV",170000,2,2,Terrace,86 m²,2023-12-22, Waterford,X91C3WV
"Apartment 32, Avenue Grove, Gorey,  Wexford, Y25W678",450000,1,1,Apartment,79 m²,2023-12-22, Wexford,Y25W678
"Apt, 16 St. Laurance Court, Ballyfermot, Dublin 10, D10NV60",195000,4,4,Apartment,201 m²,2023-12-22,Dublin,D10NV60
"2 Dún Rí, Attirory, Carrick-on-Shannon,  Leitrim, N41YY73",280000,3,1,Detached,179 m²,2023-12-22, Leitrim,N41YY73
"98 St Joseph's Park, Nenagh,  Tipperary, E45EW94",139500,3,1,End of Terrace,66 m²,2023-12-22, Tipperary,E45EW94
"195 Oldbridge Station, Osberstown, Naas,  Kildare, W91XW5K",490000,3,3,Semi-D,150 m²,2023-12-22, Kildare,W91XW5K
"64 Cnoc Ard, Ballina,  Tipperary, V94A9NN",219500,3,3,End of Terrace,85 m²,2023-12-22, Tipperary,V94A9NN
"Briar Lane, Forth Commons, Murrintown,  Wexford, Y35P6K1",385000,3,1,Detached,133 m²,2023-12-22, Wexford,Y35P6K1
"16 Seabury Dale, Malahide,  Dublin, K36HD39",500000,3,2,Semi-D,112 m²,2023-12-22, Dublin,K36HD39
"Keeldrum Lower, Gortahork,  Donegal, F92KHP9",125000,2,3,Bungalow,123 m²,2023-12-22, Donegal,F92KHP9
"5 Manor Avenue, Grange Manor, Ovens,  Cork, P31VH26",380000,3,3,Semi-D,145 m²,2023-12-22, Cork,P31VH26
"Trespan, Maudlintown, Wexford Town,  Wexford, Y35F9F3",385000,4,3,Semi-D,92 m²,2023-12-22, Wexford,Y35F9F3
"85 The Way, Hunter`s Run, Clonee, Dublin 15, D15HYF1",385000,3,3,Semi-D,120 m²,2023-12-22,Dublin,D15HYF1
"11 Rann MÃ³r Walk, Letterkenny,  Donegal, F92E7R2",275000,5,1,Semi-D,120 m²,2023-12-22, Donegal,F92E7R2
"Gortnabrade, Carrigart,  Donegal, F92PP27",325000,3,1,Detached,0.75 ac,2023-12-22, Donegal,F92PP27
"2 Raphoe Road, Crumlin, Dublin 12, D12YV66",475000,3,2,Semi-D,82 m²,2023-12-22,Dublin,D12YV66
"32 Inver Park, Carrickmacross,  Monaghan, A81VY51",239000,4,2,Semi-D,63 m²,2023-12-22, Monaghan,A81VY51
"null, Clonbullogue,  Offaly, R45N446",100000,2,1,Detached,143 m²,2023-12-22, Offaly,R45N446
"Harristown, Ballickmoyler,  Laois, R93E2H5",375000,4,3,Detached,0.5 ac,2023-12-22, Laois,R93E2H5
"Coolbeg, Rossnowlagh,  Donegal",70000,2,1,Site,81 m²,2023-12-22, Donegal, Donegal
"19 Annadale Avenue, Fairview, Fairview, Dublin 3, D03N5P7",435000,2,1,Terrace,0.5 ac,2023-12-22,Dublin,D03N5P7
"Coolbeg, Rossnowlagh,  Donegal",80000,1,1,Site,80 m²,2023-12-22, Donegal, Donegal
"The Waterfront, Clarke Street, Clonakilty,  Cork, P85YF96",315000,3,1,Apartment,38 m²,2023-12-22, Cork,P85YF96
"14B Prospect Road, Glasnevin, Dublin 9, D09DX81",150000,3,3,Apartment,165 m²,2023-12-22,Dublin,D09DX81
"Camblin, New Ross,  Wexford, Y34CK02",210000,3,2,Detached,154 m²,2023-12-22, Wexford,Y34CK02
"2 Grange Little, Rosslare Strand,  Wexford, Y35PN23",485000,4,2,Detached,130 m²,2023-12-22, Wexford,Y35PN23
"109 North Strand Road, North Strand, Dublin 3, D03T2N1",495000,3,1,Terrace,93 m²,2023-12-22,Dublin,D03T2N1
"31 Yew Park, Virginia,  Cavan, A82K584",290000,3,2,Semi-D,103 m²,2023-12-22, Cavan,A82K584
"Ivy House, Newport Road, Castlebar,  Mayo, F23EP84",149000,3,1,Detached,78 m²,2023-12-22, Mayo,F23EP84
"66 Boherbee, Tralee,  Kerry, V92YX06",155000,2,1,Terrace,108 m²,2023-12-22, Kerry,V92YX06
"80 College Rise, Drogheda,  Louth, A92YFC1",249000,3,1,Semi-D,89 m²,2023-12-22, Louth,A92YFC1
"28 The Bawn, Malahide,  Dublin, K36RK60",510000,3,4,End of Terrace,95 m²,2023-12-22, Dublin,K36RK60
"Gortaganny, Loughglynn,  Roscommon, F45PK79",100000,3,1,Detached,0.07 ac,2023-12-22, Roscommon,F45PK79
"Apt 24, Block 4, The Watermill Apartments Raheny, Raheny, Dublin 5",380000,2,2,Apartment,74 m²,2023-12-22,Dublin,Dublin 5
"6 Wellmount Green, Finglas, Dublin 11",240000,3,1,Terrace,60 m²,2023-12-22,Dublin,Dublin 11
"88 Lady's Cross, Clonakilty,  Cork, P85TH98",575000,5,3,Detached,216 m²,2023-12-22, Cork,P85TH98
"2 Mill Stream, Rathcormac,  Cork, P61YC52",165000,2,1,Apartment,57 m²,2023-12-22, Cork,P61YC52
"Apartment 7, The Quay, Mullingar,  Westmeath, N91K778",150000,2,2,Apartment,65 m²,2023-12-22, Westmeath,N91K778
"29 Cul Na Greine, Newtown East, Bantry,  Cork, P75EW71",275000,3,2,Semi-D,111 m²,2023-12-22, Cork,P75EW71
"2 Oak Brook, Tanyard Wood, Millstreet,  Cork, P51C8P2",220000,3,3,Semi-D,0.46 ac,2023-12-22, Cork,P51C8P2
"Lismatigue, Hugginstown,  Kilkenny",60000,4,1,Site,0.3 ac,2023-12-22, Kilkenny, Kilkenny
"Castle Street, Irvinestown, Enniskillen,  Fermanagh",174719,2,1,Semi-D,197 m²,2023-12-22, Fermanagh, Fermanagh
"Apt 20, Bridgeview Court, Bridge Street, Waterford, Waterford City,  Waterford, X91WP95",95000,4,3,Apartment,136 m²,2023-12-22, Waterford,X91WP95
"The Tides, Hands Lane, Rush,  Dublin, K56NX31",799000,3,1,Detached,175 m²,2023-12-22, Dublin,K56NX31
"Bloomville, Church Road, Malahide,  Dublin, K36RC99",1400000,5,3,Semi-D,115 m²,2023-12-22, Dublin,K36RC99
"22 Palmerston Grove Milltown Dublin 6, Milltown, Dublin 6, D06K2W1",1100000,4,3,Detached,179 m²,2023-12-22,Dublin,D06K2W1
"41 College Green, Carlow Town,  Carlow, R93Y8X9",260000,4,2,Semi-D,176 m²,2023-12-22, Carlow,R93Y8X9
"Drumceart, Carnamuggagh Upper, Letterkenny,  Donegal, F92YH76",375000,4,3,Detached,116 m²,2023-12-22, Donegal,F92YH76
"96 Bushy Park Road, Rathgar, Terenure, Dublin 6, D06K6Y5",1350000,2,1,Semi-D,113 m²,2023-12-22,Dublin,D06K6Y5
"Apartment 36, Harbour View Apartments, Maynooth,  Kildare, W23E048",235000,4,3,Apartment,1 ac,2023-12-22, Kildare,W23E048
"Punchesgrange, Kildare,  Kildare, R51PX63",389000,4,3,Detached,153 m²,2023-12-22, Kildare,R51PX63
"Old Muskerry Bar, Scarriff, Templemartin, Bandon,  Cork, P72DT66",355000,5,2,Detached,0.34 ac,2023-12-22, Cork,P72DT66
"25 Cardy Rock Crescent, Balbriggan,  Dublin, K32NH31",335000,4,2,Terrace,137 m²,2023-12-22, Dublin,K32NH31
