year,category,motivation,prizeShare,laureateID,fullName,gender,born,bornCountry,bornCity,Yearborn,age,organizationName,organizationCountry,organizationCity
1990,physics,for their pioneering investigations concerning deep inelastic scattering of electrons on protons and bound neutrons which have been of essential importance for the development of the quark model in particle physics,3,138,Jerome I. Friedman,male,1930-3-28,USA,Chicago IL,1930,60,Massachusetts Institute of Technology (MIT),USA,Cambridge MA
1989,literature,for a rich and intensive prose which with restrained compassion forms a challenging vision of man's vulnerability,1,666,Camilo Jose Cela,male,1916-5-11,Spain,Iria Flavia,1916,73,,,
1989,physics,for the development of the ion trap technique,4,136,Hans G. Dehmelt,male,1922-9-9,Germany,Gorlitz,1922,67,University of Washington,USA,Seattle WA
1989,economics,for his clarification of the probability theory foundations of econometrics and his analyses of simultaneous economic structures,1,703,Trygve Haavelmo,male,1911-12-13,Norway,Skedsmo,1911,78,University of Oslo,Norway,Oslo
1989,peace,for advocating peaceful solutions based upon tolerance and mutual respect in order to preserve the historical and cultural heritage of his people,1,551,Lhamo Thondup,male,1935-7-6,China,Taktser,1935,54,,,
1989,medicine,for their discovery of the cellular origin of retroviral oncogenes,2,441,Harold E. Varmus,male,1939-12-18,USA,Oceanside NY,1939,50,University of California School of Medicine,USA,San Francisco CA
1989,medicine,for their discovery of the cellular origin of retroviral oncogenes,2,440,J. Michael Bishop,male,1936-2-22,USA,York PA,1936,53,University of California School of Medicine,USA,San Francisco CA
1989,chemistry,for their discovery of catalytic properties of RNA,2,274,Thomas R. Cech,male,1947-12-8,USA,Chicago IL,1947,42,University of Colorado,USA,Boulder CO
1989,chemistry,for their discovery of catalytic properties of RNA,2,273,Sidney Altman,male,1939-5-7,Canada,Montreal,1939,50,Yale University,USA,New Haven CT
1989,physics,for the development of the ion trap technique,4,137,Wolfgang Paul,male,1913-8-10,Germany,Lorenzkirch,1913,76,University of Bonn,Germany,Bonn
1989,physics,for the invention of the separated oscillatory fields method and its use in the hydrogen maser and other atomic clocks,2,135,Norman F. Ramsey,male,1915-8-27,USA,Washington D.C.,1915,74,Harvard University,USA,Cambridge MA
1988,chemistry,for the determination of the three-dimensional structure of a photosynthetic reaction centre,3,272,Hartmut Michel,male,1948-7-18,Germany,Ludwigsburg,1948,40,Max Planck Institute for Biophysics,Germany,Frankfurt-on-the-Main
1988,chemistry,for the determination of the three-dimensional structure of a photosynthetic reaction centre,3,271,Robert Huber,male,1937-2-20,Germany,Munich,1937,51,Max Planck Institute for Biochemistry,Germany,Martinsried
1988,economics,for his pioneering contributions to the theory of markets and efficient utilization of resources,1,702,Maurice Allais,male,1911-5-31,France,Paris,1911,77,Ecole Nationale Superieure des Mines de Paris,France,Paris
1988,literature,who through works rich in nuance - now clear-sightedly realistic now evocatively ambiguous - has formed an Arabian narrative art that applies to all mankind,1,665,Naguib Mahfouz,male,1911-12-11,Egypt,Cairo,1911,77,,,
1988,peace,for preventing armed clashes and creating conditions for negotiations,1,550,United Nations Peacekeeping Forces ,org,1948-00-00,,,1948,40,,,
1988,medicine,for their discoveries of important principles for drug treatment,3,439,George H. Hitchings,male,1905-4-18,USA,Hoquiam WA,1905,83,Wellcome Research Laboratories,USA,Research Triangle Park NC
1988,medicine,for their discoveries of important principles for drug treatment,3,438,Gertrude B. Elion,female,1918-1-23,USA,New York NY,1918,70,Wellcome Research Laboratories,USA,Research Triangle Park NC
1988,medicine,for their discoveries of important principles for drug treatment,3,437,Sir James W. Black,male,1924-6-14,Scotland,Uddingston,1924,64,London University King's College Hospital Medical School,United Kingdom,London
1988,chemistry,for the determination of the three-dimensional structure of a photosynthetic reaction centre,3,270,Johann Deisenhofer,male,1943-9-30,Germany,Zusamaltheim,1943,45,University of Texas Southwestern Medical Center at Dallas,USA,Dallas TX
1988,physics,for the neutrino beam method and the demonstration of the doublet structure of the leptons through the discovery of the muon neutrino,3,134,Jack Steinberger,male,1921-5-25,Germany,Bad Kissingen,1921,67,CERN,Switzerland,Geneva
1988,physics,for the neutrino beam method and the demonstration of the doublet structure of the leptons through the discovery of the muon neutrino,3,133,Melvin Schwartz,male,1932-11-2,USA,New York NY,1932,56,Digital Pathways Inc.,USA,Mountain View CA
1988,physics,for the neutrino beam method and the demonstration of the doublet structure of the leptons through the discovery of the muon neutrino,3,132,Leon M. Lederman,male,1922-7-15,USA,New York NY,1922,66,Fermi National Accelerator Laboratory,USA,Batavia IL
1987,peace,for his work for lasting peace in Central America,1,549,Oscar Arias Sanchez,male,1940-9-13,Costa Rica,Heredia,1940,47,,,
1987,chemistry,for their development and use of molecules with structure-specific interactions of high selectivity,3,268,Jean-Marie Lehn,male,1939-9-30,France,Rosheim,1939,48,Universite Louis Pasteur,France,Strasbourg
1987,economics,for his contributions to the theory of economic growth,1,701,Robert M. Solow,male,1924-8-23,USA,Brooklyn NY,1924,63,Massachusetts Institute of Technology (MIT),USA,Cambridge MA
1987,literature,for an all-embracing authorship imbued with clarity of thought and poetic intensity,1,664,Joseph Brodsky,male,1940-5-24,Russia,St. Petersburg,1940,47,,,
1987,medicine,for his discovery of the genetic principle for generation of antibody diversity,1,436,Susumu Tonegawa,male,1939-9-5,Japan,Nagoya,1939,48,Massachusetts Institute of Technology (MIT),USA,Cambridge MA
1987,chemistry,for their development and use of molecules with structure-specific interactions of high selectivity,3,269,Charles J. Pedersen,male,1904-10-3,South Korea,Pusan,1904,83,Du Pont,USA,Wilmington DE
1987,chemistry,for their development and use of molecules with structure-specific interactions of high selectivity,3,267,Donald J. Cram,male,1919-4-22,USA,Chester VT,1919,68,University of California,USA,Los Angeles CA
1987,physics,for their important break-through in the discovery of superconductivity in ceramic materials,2,131,K. Alex Muller,male,1927-4-20,Switzerland,Basel,1927,60,IBM Zurich Research Laboratory,Switzerland,Ruschlikon
1987,physics,for their important break-through in the discovery of superconductivity in ceramic materials,2,130,J. Georg Bednorz,male,1950-5-16,Germany,Neuenkirchen,1950,37,IBM Zurich Research Laboratory,Switzerland,Ruschlikon
1986,chemistry,for their contributions concerning the dynamics of chemical elementary processes,3,264,Dudley R. Herschbach,male,1932-6-18,USA,"San Jose, CA",1932,54,Harvard University,USA,Cambridge MA
1986,economics,for his development of the contractual and constitutional bases for the theory of economic and political decision-making,1,700,James M. Buchanan Jr.,male,1919-10-3,USA,Murfreesboro TN,1919,67,Center for Study of Public Choice,USA,Fairfax VA
1986,literature,who in a wide cultural perspective and with poetic overtones fashions the drama of existence,1,663,Wole Soyinka,male,1934-7-13,Nigeria,Abeokuta,1934,52,,,
1986,peace,for being a messenger to mankind: his message is one of peace atonement and dignity,1,548,Elie Wiesel,male,1928-9-30,Romania,Sighet,1928,58,,,
1986,medicine,for their discoveries of growth factors,2,435,Rita Levi-Montalcini,female,1909-4-22,Italy,Turin,1909,77,Institute of Cell Biology of the C.N.R.,Italy,Rome
1986,medicine,for their discoveries of growth factors,2,434,Stanley Cohen,male,1922-11-17,USA,Brooklyn NY,1922,64,Vanderbilt University School of Medicine,USA,Nashville TN
1986,chemistry,for their contributions concerning the dynamics of chemical elementary processes,3,266,John C. Polanyi,male,1929-1-23,Germany,Berlin,1929,57,University of Toronto,Canada,Toronto
1986,chemistry,for their contributions concerning the dynamics of chemical elementary processes,3,265,Yuan T. Lee,male,1936-11-19,Taiwan,Hsinchu,1936,50,University of California,USA,Berkeley CA
1986,physics,for their design of the scanning tunneling microscope,4,129,Heinrich Rohrer,male,1933-6-6,Switzerland,Buchs,1933,53,IBM Zurich Research Laboratory,Switzerland,Ruschlikon
1986,physics,for their design of the scanning tunneling microscope,4,128,Gerd Binnig,male,1947-7-20,Germany,Frankfurt-on-the-Main,1947,39,IBM Zurich Research Laboratory,Switzerland,Ruschlikon
1986,physics,for his fundamental work in electron optics and for the design of the first electron microscope,2,127,Ernst Ruska,male,1906-12-25,Germany,Heidelberg,1906,80,Fritz-Haber-Institut der Max-Planck-Gesellschaft,Germany,Berlin
1985,physics,for the discovery of the quantized Hall effect,1,126,Klaus von Klitzing,male,1943-6-28,Poland,Schroda,1943,42,Max Planck Institute for Solid State Research,Germany,Stuttgart
1985,economics,for his pioneering analyses of saving and of financial markets,1,699,Franco Modigliani,male,1918-6-18,Italy,Rome,1918,67,Massachusetts Institute of Technology (MIT),USA,Cambridge MA
1985,literature,who in his novel combines the poet's and the painter's creativeness with a deepened awareness of time in the depiction of the human condition,1,662,Claude Simon,male,1913-10-10,Madagascar,Antananarivo,1913,72,,,
1985,peace,for spreading authoritative information and by creating awareness of the catastrophic consequences of nuclear war,1,547,International Physicians for the Prevention of Nuclear War ,org,1980-00-00,,,1980,5,,,
1985,medicine,for their discoveries concerning the regulation of cholesterol metabolism,2,433,Joseph L. Goldstein,male,1940-4-18,USA,Sumter SC,1940,45,University of Texas Southwestern Medical Center at Dallas,USA,Dallas TX
1985,medicine,for their discoveries concerning the regulation of cholesterol metabolism,2,432,Michael S. Brown,male,1941-4-13,USA,New York NY,1941,44,University of Texas Southwestern Medical Center at Dallas,USA,Dallas TX
1985,chemistry,for their outstanding achievements in the development of direct methods for the determination of crystal structures,2,263,Jerome Karle,male,1918-6-18,USA,New York NY,1918,67,US Naval Research Laboratory,USA,Washington D.C.
1985,chemistry,for their outstanding achievements in the development of direct methods for the determination of crystal structures,2,262,Herbert A. Hauptman,male,1917-2-14,USA,New York NY,1917,68,The Medical Foundation of Buffalo,USA,Buffalo NY
1984,medicine,for theories concerning the specificity in development and control of the immune system and the discovery of the principle for production of monoclonal antibodies,3,430,Georges J.F. Kohler,male,1946-4-17,Germany,Munich,1946,38,Basel Institute for Immunology,Switzerland,Basel
1984,economics,for having made fundamental contributions to the development of systems of national accounts and hence greatly improved the basis for empirical economic analysis,1,698,Richard Stone,male,1913-8-30,United Kingdom,London,1913,71,University of Cambridge,United Kingdom,Cambridge
1984,literature,for his poetry which endowed with freshness sensuality and rich inventiveness provides a liberating image of the indomitable spirit and versatility of man,1,661,Jaroslav Seifert,male,1901-9-23,Czech Republic,Prague,1901,83,,,
1984,peace,for his role as a unifying leader figure in the non-violent campaign to resolve the problem of apartheid in South Africa,1,546,Desmond Tutu,male,1931-10-7,South Africa,Klerksdorp,1931,53,,,
1984,medicine,for theories concerning the specificity in development and control of the immune system and the discovery of the principle for production of monoclonal antibodies,3,431,Cesar Milstein,male,1927-10-8,Argentina,Bahia Blanca,1927,57,MRC Laboratory of Molecular Biology,United Kingdom,Cambridge
1984,medicine,for theories concerning the specificity in development and control of the immune system and the discovery of the principle for production of monoclonal antibodies,3,429,Niels K. Jerne,male,1911-12-23,United Kingdom,London,1911,73,Basel Institute for Immunology,Switzerland,Basel
1984,chemistry,for his development of methodology for chemical synthesis on a solid matrix,1,261,Bruce Merrifield,male,1921-7-15,USA,Fort Worth TX,1921,63,Rockefeller University,USA,New York NY
1984,physics,for their decisive contributions to the large project which led to the discovery of the field particles W and Z communicators of weak interaction,2,125,Simon van der Meer,male,1925-11-24,the Netherlands,the Hague,1925,59,CERN,Switzerland,Geneva
1984,physics,for their decisive contributions to the large project which led to the discovery of the field particles W and Z communicators of weak interaction,2,124,Carlo Rubbia,male,1934-3-31,Italy,Gorizia,1934,50,CERN,Switzerland,Geneva
